JoinField,PresDem,PresRep,PresTot,tot_vote_2018_weighted,,board,portion,
CHAMPAIGN:CUNNINGHAM 16,426,102,559,0,CHAMPAIGN:CUNNINGHAM 16,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 17,474,249,748,0,CHAMPAIGN:CUNNINGHAM 17,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 18,480,173,685,0,CHAMPAIGN:CUNNINGHAM 18,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 19,894,264,1190,0,CHAMPAIGN:CUNNINGHAM 19,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 2,313,40,375,0,CHAMPAIGN:CUNNINGHAM 2,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 20,352,116,491,0,CHAMPAIGN:CUNNINGHAM 20,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 21,424,104,549,0,CHAMPAIGN:CUNNINGHAM 21,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 22,593,140,754,0,CHAMPAIGN:CUNNINGHAM 22,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 23,1053,382,1478,0,CHAMPAIGN:CUNNINGHAM 23,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 3,440,71,532,0,CHAMPAIGN:CUNNINGHAM 3,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 4,440,47,509,0,CHAMPAIGN:CUNNINGHAM 4,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 5,676,100,793,0,CHAMPAIGN:CUNNINGHAM 5,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 6,379,97,493,0,CHAMPAIGN:CUNNINGHAM 6,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 7,410,48,487,0,CHAMPAIGN:CUNNINGHAM 7,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 8,612,44,688,0,CHAMPAIGN:CUNNINGHAM 8,CHAMPAIGN,,0
CHAMPAIGN:CUNNINGHAM 9,672,72,775,0,CHAMPAIGN:CUNNINGHAM 9,CHAMPAIGN,,0
CHAMPAIGN:EAST BEND,87,295,386,0,CHAMPAIGN:EAST BEND,CHAMPAIGN,,0
CHAMPAIGN:HARWOOD,76,235,315,0,CHAMPAIGN:HARWOOD,CHAMPAIGN,,0
CHAMPAIGN:HENSLEY,221,263,497,0,CHAMPAIGN:HENSLEY,CHAMPAIGN,,0
CHAMPAIGN:KERR,16,61,79,0,CHAMPAIGN:KERR,CHAMPAIGN,,0
CHAMPAIGN:LUDLOW 1,59,202,267,0,CHAMPAIGN:LUDLOW 1,CHAMPAIGN,,0
CHAMPAIGN:LUDLOW 2,282,303,607,0,CHAMPAIGN:LUDLOW 2,CHAMPAIGN,,0
CHAMPAIGN:LUDLOW 3,278,308,607,0,CHAMPAIGN:LUDLOW 3,CHAMPAIGN,,0
CHAMPAIGN:MAHOMET 1,987,1187,2265,0,CHAMPAIGN:MAHOMET 1,CHAMPAIGN,,0
CHAMPAIGN:MAHOMET 2,403,626,1071,0,CHAMPAIGN:MAHOMET 2,CHAMPAIGN,,0
CHAMPAIGN:MAHOMET 3,378,632,1046,0,CHAMPAIGN:MAHOMET 3,CHAMPAIGN,,0
CHAMPAIGN:MAHOMET 4,953,1334,2373,0,CHAMPAIGN:MAHOMET 4,CHAMPAIGN,,0
CHAMPAIGN:MAHOMET 5,473,740,1259,0,CHAMPAIGN:MAHOMET 5,CHAMPAIGN,,0
CHAMPAIGN:NEWCOMB,278,588,888,0,CHAMPAIGN:NEWCOMB,CHAMPAIGN,,0
CHAMPAIGN:OGDEN 1,133,411,562,0,CHAMPAIGN:OGDEN 1,CHAMPAIGN,,0
CHAMPAIGN:OGDEN 2,50,274,331,0,CHAMPAIGN:OGDEN 2,CHAMPAIGN,,0
CHAMPAIGN:PESOTUM,159,340,507,0,CHAMPAIGN:PESOTUM,CHAMPAIGN,,0
CHAMPAIGN:PHILO,382,747,1160,0,CHAMPAIGN:PHILO,CHAMPAIGN,,0
CHAMPAIGN:RANTOUL 1,269,356,640,0,CHAMPAIGN:RANTOUL 1,CHAMPAIGN,,0
CHAMPAIGN:RANTOUL 2,261,193,467,0,CHAMPAIGN:RANTOUL 2,CHAMPAIGN,,0
CHAMPAIGN:RANTOUL 3,162,197,370,0,CHAMPAIGN:RANTOUL 3,CHAMPAIGN,,0
CHAMPAIGN:RANTOUL 4,211,474,709,0,CHAMPAIGN:RANTOUL 4,CHAMPAIGN,,0
CHAMPAIGN:RANTOUL 5,344,343,704,0,CHAMPAIGN:RANTOUL 5,CHAMPAIGN,,0
CHAMPAIGN:RANTOUL 6,292,227,531,0,CHAMPAIGN:RANTOUL 6,CHAMPAIGN,,0
CHAMPAIGN:RAYMOND,39,153,200,0,CHAMPAIGN:RAYMOND,CHAMPAIGN,,0
CHAMPAIGN:SADORUS IVESDALE,64,111,183,0,CHAMPAIGN:SADORUS IVESDALE,CHAMPAIGN,,0
CHAMPAIGN:SADORUS SADORUS,93,225,328,0,CHAMPAIGN:SADORUS SADORUS,CHAMPAIGN,,0
CHAMPAIGN:SCOTT BONDVILLE,122,168,294,0,CHAMPAIGN:SCOTT BONDVILLE,CHAMPAIGN,,0
CHAMPAIGN:SCOTT SEYMOUR,47,156,206,0,CHAMPAIGN:SCOTT SEYMOUR,CHAMPAIGN,,0
CHAMPAIGN:SIDNEY,261,668,950,0,CHAMPAIGN:SIDNEY,CHAMPAIGN,,0
CHAMPAIGN:SOMER,191,261,468,0,CHAMPAIGN:SOMER,CHAMPAIGN,,0
CHAMPAIGN:SOUTH HOMER,198,575,796,0,CHAMPAIGN:SOUTH HOMER,CHAMPAIGN,,0
CHAMPAIGN:ST. JOSEPH 1,304,720,1049,0,CHAMPAIGN:ST. JOSEPH 1,CHAMPAIGN,,0
CHAMPAIGN:ST. JOSEPH 2,435,858,1330,0,CHAMPAIGN:ST. JOSEPH 2,CHAMPAIGN,,0
CHAMPAIGN:ST. JOSEPH 3,215,583,823,0,CHAMPAIGN:ST. JOSEPH 3,CHAMPAIGN,,0
CHAMPAIGN:STANTON,42,290,334,0,CHAMPAIGN:STANTON,CHAMPAIGN,,0
CHAMPAIGN:TOLONO 1,365,597,992,0,CHAMPAIGN:TOLONO 1,CHAMPAIGN,,0
CHAMPAIGN:TOLONO 2,764,483,1294,0,CHAMPAIGN:TOLONO 2,CHAMPAIGN,,0
CHAMPAIGN:TOLONO 3,269,571,861,0,CHAMPAIGN:TOLONO 3,CHAMPAIGN,,0
CHAMPAIGN:URBANA 1,208,87,306,0,CHAMPAIGN:URBANA 1,CHAMPAIGN,,0
CHAMPAIGN:URBANA 2,470,384,871,0,CHAMPAIGN:URBANA 2,CHAMPAIGN,,0
CHAMPAIGN:URBANA 3,391,272,683,0,CHAMPAIGN:URBANA 3,CHAMPAIGN,,0
CHAMPAIGN:URBANA 4,476,278,771,0,CHAMPAIGN:URBANA 4,CHAMPAIGN,,0
CHRISTIAN:ASSUMPTION,135,480,626,0,CHRISTIAN:ASSUMPTION,CHRISTIAN,,0
CHRISTIAN:BEAR CREEK,65,217,286,0,CHRISTIAN:BEAR CREEK,CHRISTIAN,,0
CHRISTIAN:BUCKHART,219,743,978,0,CHRISTIAN:BUCKHART,CHRISTIAN,,0
CHRISTIAN:GREENWOOD,14,100,116,0,CHRISTIAN:GREENWOOD,CHRISTIAN,,0
CHRISTIAN:JOHNSON,84,366,456,0,CHRISTIAN:JOHNSON,CHRISTIAN,,0
CHRISTIAN:KING,14,97,112,0,CHRISTIAN:KING,CHRISTIAN,,0
CHRISTIAN:LOCUST,91,226,325,0,CHRISTIAN:LOCUST,CHRISTIAN,,0
CHRISTIAN:MAY,267,738,1023,0,CHRISTIAN:MAY,CHRISTIAN,,0
CHRISTIAN:MOSQUITO,42,164,209,0,CHRISTIAN:MOSQUITO,CHRISTIAN,,0
CHRISTIAN:MT AUBURN,115,404,527,0,CHRISTIAN:MT AUBURN,CHRISTIAN,,0
CHRISTIAN:PANA #1,115,319,441,0,CHRISTIAN:PANA #1,CHRISTIAN,,0
CHRISTIAN:PANA #2,247,713,984,0,CHRISTIAN:PANA #2,CHRISTIAN,,0
CHRISTIAN:PANA #3,138,373,523,0,CHRISTIAN:PANA #3,CHRISTIAN,,0
CHRISTIAN:PANA #4,161,520,697,0,CHRISTIAN:PANA #4,CHRISTIAN,,0
CHRISTIAN:PRAIRIETON,38,233,278,0,CHRISTIAN:PRAIRIETON,CHRISTIAN,,0
CHRISTIAN:RICKS,117,503,622,0,CHRISTIAN:RICKS,CHRISTIAN,,0
CHRISTIAN:ROSAMOND,27,165,196,0,CHRISTIAN:ROSAMOND,CHRISTIAN,,0
CHRISTIAN:SOUTH FORK #1,142,376,526,0,CHRISTIAN:SOUTH FORK #1,CHRISTIAN,,0
CHRISTIAN:SOUTH FORK #2,162,488,662,0,CHRISTIAN:SOUTH FORK #2,CHRISTIAN,,0
CHRISTIAN:STONINGTON,133,407,557,0,CHRISTIAN:STONINGTON,CHRISTIAN,,0
CHRISTIAN:TAYLORVILLE #1,192,396,601,0,CHRISTIAN:TAYLORVILLE #1,CHRISTIAN,,0
CHRISTIAN:TAYLORVILLE #2,202,372,586,0,CHRISTIAN:TAYLORVILLE #2,CHRISTIAN,,0
CHRISTIAN:TAYLORVILLE #3,200,403,618,0,CHRISTIAN:TAYLORVILLE #3,CHRISTIAN,,0
CHRISTIAN:TAYLORVILLE #4,204,514,736,0,CHRISTIAN:TAYLORVILLE #4,CHRISTIAN,,0
CHRISTIAN:TAYLORVILLE #5,224,482,719,0,CHRISTIAN:TAYLORVILLE #5,CHRISTIAN,,0
CHRISTIAN:TAYLORVILLE #6,191,407,610,0,CHRISTIAN:TAYLORVILLE #6,CHRISTIAN,,0
CHRISTIAN:TAYLORVILLE #7,179,353,538,0,CHRISTIAN:TAYLORVILLE #7,CHRISTIAN,,0
CHRISTIAN:TAYLORVILLE #8,178,444,631,0,CHRISTIAN:TAYLORVILLE #8,CHRISTIAN,,0
CHRISTIAN:TAYLORVILLE #9,130,275,417,0,CHRISTIAN:TAYLORVILLE #9,CHRISTIAN,,0
CITY OF BLOOMINGTON:PRECINCT 1,399,121,537,0,CITY OF BLOOMINGTON:PRECINCT 1,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 10,92,80,175,0,CITY OF BLOOMINGTON:PRECINCT 10,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 11,422,380,825,0,CITY OF BLOOMINGTON:PRECINCT 11,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 12,362,205,587,0,CITY OF BLOOMINGTON:PRECINCT 12,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 13,336,240,588,0,CITY OF BLOOMINGTON:PRECINCT 13,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 14,305,238,561,0,CITY OF BLOOMINGTON:PRECINCT 14,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 15,430,242,694,0,CITY OF BLOOMINGTON:PRECINCT 15,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 16,407,243,671,0,CITY OF BLOOMINGTON:PRECINCT 16,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 17,347,289,651,0,CITY OF BLOOMINGTON:PRECINCT 17,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 18,363,248,634,0,CITY OF BLOOMINGTON:PRECINCT 18,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 19,446,336,796,0,CITY OF BLOOMINGTON:PRECINCT 19,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 2,368,286,675,0,CITY OF BLOOMINGTON:PRECINCT 2,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 20,422,318,761,0,CITY OF BLOOMINGTON:PRECINCT 20,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 21,463,308,796,0,CITY OF BLOOMINGTON:PRECINCT 21,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 22,639,303,970,0,CITY OF BLOOMINGTON:PRECINCT 22,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 23,561,248,831,0,CITY OF BLOOMINGTON:PRECINCT 23,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 24,504,237,767,0,CITY OF BLOOMINGTON:PRECINCT 24,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 25,534,376,933,0,CITY OF BLOOMINGTON:PRECINCT 25,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 26,237,152,406,0,CITY OF BLOOMINGTON:PRECINCT 26,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 27,462,275,761,0,CITY OF BLOOMINGTON:PRECINCT 27,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 28,347,225,588,0,CITY OF BLOOMINGTON:PRECINCT 28,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 29,381,293,687,0,CITY OF BLOOMINGTON:PRECINCT 29,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 3,377,274,669,0,CITY OF BLOOMINGTON:PRECINCT 3,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 30,162,101,274,0,CITY OF BLOOMINGTON:PRECINCT 30,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 31,409,245,677,0,CITY OF BLOOMINGTON:PRECINCT 31,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 32,334,228,582,0,CITY OF BLOOMINGTON:PRECINCT 32,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 33,431,350,812,0,CITY OF BLOOMINGTON:PRECINCT 33,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 34,252,216,475,0,CITY OF BLOOMINGTON:PRECINCT 34,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 35,374,344,730,0,CITY OF BLOOMINGTON:PRECINCT 35,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 36,375,297,694,0,CITY OF BLOOMINGTON:PRECINCT 36,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 37,263,243,529,0,CITY OF BLOOMINGTON:PRECINCT 37,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 38,453,365,834,0,CITY OF BLOOMINGTON:PRECINCT 38,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 39,374,291,689,0,CITY OF BLOOMINGTON:PRECINCT 39,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 4,472,264,756,0,CITY OF BLOOMINGTON:PRECINCT 4,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 40,494,406,924,0,CITY OF BLOOMINGTON:PRECINCT 40,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 41,430,274,732,0,CITY OF BLOOMINGTON:PRECINCT 41,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 42,319,280,618,0,CITY OF BLOOMINGTON:PRECINCT 42,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 43,359,382,763,0,CITY OF BLOOMINGTON:PRECINCT 43,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 44,358,334,705,0,CITY OF BLOOMINGTON:PRECINCT 44,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 45,348,235,595,0,CITY OF BLOOMINGTON:PRECINCT 45,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 46,139,133,277,0,CITY OF BLOOMINGTON:PRECINCT 46,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 47,129,146,286,0,CITY OF BLOOMINGTON:PRECINCT 47,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 48,546,378,953,0,CITY OF BLOOMINGTON:PRECINCT 48,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 49,314,295,626,0,CITY OF BLOOMINGTON:PRECINCT 49,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 5,408,287,709,0,CITY OF BLOOMINGTON:PRECINCT 5,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 50,160,231,400,0,CITY OF BLOOMINGTON:PRECINCT 50,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 51,443,281,746,0,CITY OF BLOOMINGTON:PRECINCT 51,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 52,385,429,833,0,CITY OF BLOOMINGTON:PRECINCT 52,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 53,296,276,594,0,CITY OF BLOOMINGTON:PRECINCT 53,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 54,208,179,410,0,CITY OF BLOOMINGTON:PRECINCT 54,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 55,488,468,974,0,CITY OF BLOOMINGTON:PRECINCT 55,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 56,200,173,380,0,CITY OF BLOOMINGTON:PRECINCT 56,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 57,272,120,403,0,CITY OF BLOOMINGTON:PRECINCT 57,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 58,256,100,370,0,CITY OF BLOOMINGTON:PRECINCT 58,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 59,172,69,248,0,CITY OF BLOOMINGTON:PRECINCT 59,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 6,366,191,578,0,CITY OF BLOOMINGTON:PRECINCT 6,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 60,286,192,496,0,CITY OF BLOOMINGTON:PRECINCT 60,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 7,250,153,413,0,CITY OF BLOOMINGTON:PRECINCT 7,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 8,223,231,471,0,CITY OF BLOOMINGTON:PRECINCT 8,CITY OF BLOOMINGTON,,0
CITY OF BLOOMINGTON:PRECINCT 9,282,88,379,0,CITY OF BLOOMINGTON:PRECINCT 9,CITY OF BLOOMINGTON,,0
CITY OF DANVILLE:PRECINCT 1,311,345,673,0,CITY OF DANVILLE:PRECINCT 1,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 10,158,82,243,0,CITY OF DANVILLE:PRECINCT 10,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 11,148,198,354,0,CITY OF DANVILLE:PRECINCT 11,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 12,184,98,286,0,CITY OF DANVILLE:PRECINCT 12,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 13,231,136,376,0,CITY OF DANVILLE:PRECINCT 13,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 14,197,88,292,0,CITY OF DANVILLE:PRECINCT 14,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 15,158,116,279,0,CITY OF DANVILLE:PRECINCT 15,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 16,324,226,572,0,CITY OF DANVILLE:PRECINCT 16,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 17,202,354,569,0,CITY OF DANVILLE:PRECINCT 17,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 18,79,112,194,0,CITY OF DANVILLE:PRECINCT 18,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 19,14,12,27,0,CITY OF DANVILLE:PRECINCT 19,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 2,170,244,436,0,CITY OF DANVILLE:PRECINCT 2,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 20,207,232,447,0,CITY OF DANVILLE:PRECINCT 20,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 21,147,148,299,0,CITY OF DANVILLE:PRECINCT 21,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 22,170,84,259,0,CITY OF DANVILLE:PRECINCT 22,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 3,342,305,662,0,CITY OF DANVILLE:PRECINCT 3,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 4,230,120,355,0,CITY OF DANVILLE:PRECINCT 4,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 5,177,260,451,0,CITY OF DANVILLE:PRECINCT 5,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 6,320,369,704,0,CITY OF DANVILLE:PRECINCT 6,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 7,331,427,778,0,CITY OF DANVILLE:PRECINCT 7,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 8,152,80,239,0,CITY OF DANVILLE:PRECINCT 8,CITY OF DANVILLE,,0
CITY OF DANVILLE:PRECINCT 9,175,248,437,0,CITY OF DANVILLE:PRECINCT 9,CITY OF DANVILLE,,0
CITY OF EAST ST. LOUIS:PRECINCT 1,502,16,527,0,CITY OF EAST ST. LOUIS:PRECINCT 1,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 10,414,24,446,0,CITY OF EAST ST. LOUIS:PRECINCT 10,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 11,580,34,623,0,CITY OF EAST ST. LOUIS:PRECINCT 11,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 12,427,26,455,0,CITY OF EAST ST. LOUIS:PRECINCT 12,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 13,605,45,667,0,CITY OF EAST ST. LOUIS:PRECINCT 13,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 2,341,16,359,0,CITY OF EAST ST. LOUIS:PRECINCT 2,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 3,537,33,585,0,CITY OF EAST ST. LOUIS:PRECINCT 3,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 4,592,24,624,0,CITY OF EAST ST. LOUIS:PRECINCT 4,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 5,453,34,496,0,CITY OF EAST ST. LOUIS:PRECINCT 5,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 6,398,17,422,0,CITY OF EAST ST. LOUIS:PRECINCT 6,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 7,600,32,647,0,CITY OF EAST ST. LOUIS:PRECINCT 7,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 8,449,25,478,0,CITY OF EAST ST. LOUIS:PRECINCT 8,CITY OF EAST ST. LOUIS,,0
CITY OF EAST ST. LOUIS:PRECINCT 9,309,18,330,0,CITY OF EAST ST. LOUIS:PRECINCT 9,CITY OF EAST ST. LOUIS,,0
CITY OF GALESBURG:PRECINCT 1,395,280,690,0,CITY OF GALESBURG:PRECINCT 1,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 10,252,140,402,0,CITY OF GALESBURG:PRECINCT 10,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 11,346,128,485,0,CITY OF GALESBURG:PRECINCT 11,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 12,186,124,318,0,CITY OF GALESBURG:PRECINCT 12,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 13,266,222,501,0,CITY OF GALESBURG:PRECINCT 13,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 14,456,324,789,0,CITY OF GALESBURG:PRECINCT 14,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 15,201,198,408,0,CITY OF GALESBURG:PRECINCT 15,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 16,435,367,818,0,CITY OF GALESBURG:PRECINCT 16,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 17,387,347,747,0,CITY OF GALESBURG:PRECINCT 17,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 18,342,291,642,0,CITY OF GALESBURG:PRECINCT 18,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 19,348,319,677,0,CITY OF GALESBURG:PRECINCT 19,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 2,444,360,822,0,CITY OF GALESBURG:PRECINCT 2,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 20,432,360,802,0,CITY OF GALESBURG:PRECINCT 20,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 3,276,269,560,0,CITY OF GALESBURG:PRECINCT 3,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 4,127,91,224,0,CITY OF GALESBURG:PRECINCT 4,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 5,308,279,601,0,CITY OF GALESBURG:PRECINCT 5,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 6,282,233,522,0,CITY OF GALESBURG:PRECINCT 6,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 7,204,183,392,0,CITY OF GALESBURG:PRECINCT 7,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 8,270,253,540,0,CITY OF GALESBURG:PRECINCT 8,CITY OF GALESBURG,,0
CITY OF GALESBURG:PRECINCT 9,316,296,627,0,CITY OF GALESBURG:PRECINCT 9,CITY OF GALESBURG,,0
CITY OF ROCKFORD:WARD 1 PRECINCT 1,387,334,739,0,CITY OF ROCKFORD:WARD 1 PRECINCT 1,CITY OF ROCKFORD,,0
CITY OF ROCKFORD:WARD 1 PRECINCT 2,369,346,730,0,CITY OF ROCKFORD:WARD 1 PRECINCT 2,CITY OF ROCKFORD,,0
CITY OF ROCKFORD:WARD 1 PRECINCT 3,336,333,680,0,CITY OF ROCKFORD:WARD 1 PRECINCT 3,CITY OF ROCKFORD,,0
CITY OF ROCKFORD:WARD 1 PRECINCT 4,356,399,777,0,CITY OF ROCKFORD:WARD 1 PRECINCT 4,CITY OF ROCKFORD,,0
CITY OF ROCKFORD:WARD 1 PRECINCT 5,450,347,821,0,CITY OF ROCKFORD:WARD 1 PRECINCT 5,CITY OF ROCKFORD,,0
CITY OF ROCKFORD:WARD 1 PRECINCT 6,465,411,906,0,CITY OF ROCKFORD:WARD 1 PRECINCT 6,CITY OF ROCKFORD,,0
CITY OF ROCKFORD:WARD 1 PRECINCT 7,378,353,749,0,CITY OF ROCKFORD:WARD 1 PRECINCT 7,CITY OF ROCKFORD,,0
CITY OF ROCKFORD:WARD 1 PRECINCT 8,393,362,777,0,CITY OF ROCKFORD:WARD 1 PRECINCT 8,CITY OF ROCKFORD,,0
