2024_ID,Status,Transitions,new_id
CITY OF CHICAGO:Ward 48 Precinct 08,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 08', 'pct': 99.83}",CITY OF CHICAGO:Ward 48 Precinct 08
CITY OF CHICAGO:Ward 48 Precinct 09,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 09', 'pct': 99.64}",CITY OF CHICAGO:Ward 48 Precinct 09
CITY OF CHICAGO:Ward 48 Precinct 10,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 10', 'pct': 99.93}",CITY OF CHICAGO:Ward 48 Precinct 10
CITY OF CHICAGO:Ward 48 Precinct 11,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 11', 'pct': 99.89}",CITY OF CHICAGO:Ward 48 Precinct 11
CITY OF CHICAGO:Ward 48 Precinct 12,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 12', 'pct': 99.93}",CITY OF CHICAGO:Ward 48 Precinct 12
CITY OF CHICAGO:Ward 48 Precinct 13,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 13', 'pct': 99.76}",CITY OF CHICAGO:Ward 48 Precinct 13
CITY OF CHICAGO:Ward 48 Precinct 14,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 14', 'pct': 99.76}",CITY OF CHICAGO:Ward 48 Precinct 14
CITY OF CHICAGO:Ward 48 Precinct 15,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 15', 'pct': 99.87}",CITY OF CHICAGO:Ward 48 Precinct 15
CITY OF CHICAGO:Ward 48 Precinct 16,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 16', 'pct': 99.94}",CITY OF CHICAGO:Ward 48 Precinct 16
CITY OF CHICAGO:Ward 48 Precinct 17,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 17', 'pct': 99.92}",CITY OF CHICAGO:Ward 48 Precinct 17
CITY OF CHICAGO:Ward 48 Precinct 18,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 18', 'pct': 99.79}",CITY OF CHICAGO:Ward 48 Precinct 18
CITY OF CHICAGO:Ward 48 Precinct 19,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 19', 'pct': 99.87}",CITY OF CHICAGO:Ward 48 Precinct 19
CITY OF CHICAGO:Ward 48 Precinct 20,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 20', 'pct': 99.3}",CITY OF CHICAGO:Ward 48 Precinct 20
CITY OF CHICAGO:Ward 48 Precinct 21,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 21', 'pct': 99.89}",CITY OF CHICAGO:Ward 48 Precinct 21
CITY OF CHICAGO:Ward 48 Precinct 22,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 22', 'pct': 99.25}",CITY OF CHICAGO:Ward 48 Precinct 22
CITY OF CHICAGO:Ward 48 Precinct 23,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 23', 'pct': 99.8}",CITY OF CHICAGO:Ward 48 Precinct 23
CITY OF CHICAGO:Ward 48 Precinct 24,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 24', 'pct': 99.95}",CITY OF CHICAGO:Ward 48 Precinct 24
CITY OF CHICAGO:Ward 48 Precinct 25,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 25', 'pct': 99.92}",CITY OF CHICAGO:Ward 48 Precinct 25
CITY OF CHICAGO:Ward 48 Precinct 26,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 26', 'pct': 99.86}",CITY OF CHICAGO:Ward 48 Precinct 26
CITY OF CHICAGO:Ward 48 Precinct 27,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 27', 'pct': 99.92}",CITY OF CHICAGO:Ward 48 Precinct 27
CITY OF CHICAGO:Ward 48 Precinct 28,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 28', 'pct': 99.85}",CITY OF CHICAGO:Ward 48 Precinct 28
CITY OF CHICAGO:Ward 48 Precinct 29,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 29', 'pct': 99.51}",CITY OF CHICAGO:Ward 48 Precinct 29
CITY OF CHICAGO:Ward 48 Precinct 30,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 30', 'pct': 99.92}",CITY OF CHICAGO:Ward 48 Precinct 30
CITY OF CHICAGO:Ward 48 Precinct 31,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 31', 'pct': 99.9}",CITY OF CHICAGO:Ward 48 Precinct 31
CITY OF CHICAGO:Ward 48 Precinct 32,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 32', 'pct': 99.86}",CITY OF CHICAGO:Ward 48 Precinct 32
CITY OF CHICAGO:Ward 48 Precinct 33,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 33', 'pct': 99.77}",CITY OF CHICAGO:Ward 48 Precinct 33
CITY OF CHICAGO:Ward 48 Precinct 34,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 34', 'pct': 99.91}",CITY OF CHICAGO:Ward 48 Precinct 34
CITY OF CHICAGO:Ward 48 Precinct 35,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 48 Precinct 35', 'pct': 99.92}",CITY OF CHICAGO:Ward 48 Precinct 35
CITY OF CHICAGO:Ward 49 Precinct 01,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 01', 'pct': 99.93}",CITY OF CHICAGO:Ward 49 Precinct 01
CITY OF CHICAGO:Ward 49 Precinct 02,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 02', 'pct': 99.9}",CITY OF CHICAGO:Ward 49 Precinct 02
CITY OF CHICAGO:Ward 49 Precinct 03,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 03', 'pct': 99.96}",CITY OF CHICAGO:Ward 49 Precinct 03
CITY OF CHICAGO:Ward 49 Precinct 04,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 04', 'pct': 99.93}",CITY OF CHICAGO:Ward 49 Precinct 04
CITY OF CHICAGO:Ward 49 Precinct 05,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 05', 'pct': 99.94}",CITY OF CHICAGO:Ward 49 Precinct 05
CITY OF CHICAGO:Ward 49 Precinct 06,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 06', 'pct': 99.88}",CITY OF CHICAGO:Ward 49 Precinct 06
CITY OF CHICAGO:Ward 49 Precinct 07,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 07', 'pct': 99.93}",CITY OF CHICAGO:Ward 49 Precinct 07
CITY OF CHICAGO:Ward 49 Precinct 08,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 08', 'pct': 99.93}",CITY OF CHICAGO:Ward 49 Precinct 08
CITY OF CHICAGO:Ward 49 Precinct 09,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 09', 'pct': 99.91}",CITY OF CHICAGO:Ward 49 Precinct 09
CITY OF CHICAGO:Ward 49 Precinct 10,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 10', 'pct': 99.93}",CITY OF CHICAGO:Ward 49 Precinct 10
CITY OF CHICAGO:Ward 49 Precinct 11,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 11', 'pct': 99.9}",CITY OF CHICAGO:Ward 49 Precinct 11
CITY OF CHICAGO:Ward 49 Precinct 12,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 12', 'pct': 99.95}",CITY OF CHICAGO:Ward 49 Precinct 12
CITY OF CHICAGO:Ward 49 Precinct 13,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 13', 'pct': 99.94}",CITY OF CHICAGO:Ward 49 Precinct 13
CITY OF CHICAGO:Ward 49 Precinct 14,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 14', 'pct': 99.92}",CITY OF CHICAGO:Ward 49 Precinct 14
CITY OF CHICAGO:Ward 49 Precinct 15,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 15', 'pct': 99.92}",CITY OF CHICAGO:Ward 49 Precinct 15
CITY OF CHICAGO:Ward 49 Precinct 16,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 16', 'pct': 99.86}",CITY OF CHICAGO:Ward 49 Precinct 16
CITY OF CHICAGO:Ward 49 Precinct 17,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 49 Precinct 17', 'pct': 99.94}",CITY OF CHICAGO:Ward 49 Precinct 17
CITY OF CHICAGO:Ward 50 Precinct 01,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 01', 'pct': 99.93}",CITY OF CHICAGO:Ward 50 Precinct 01
CITY OF CHICAGO:Ward 50 Precinct 02,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 02', 'pct': 99.96}",CITY OF CHICAGO:Ward 50 Precinct 02
CITY OF CHICAGO:Ward 50 Precinct 03,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 03', 'pct': 99.91}",CITY OF CHICAGO:Ward 50 Precinct 03
CITY OF CHICAGO:Ward 50 Precinct 04,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 04', 'pct': 99.95}",CITY OF CHICAGO:Ward 50 Precinct 04
CITY OF CHICAGO:Ward 50 Precinct 05,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 05', 'pct': 99.92}",CITY OF CHICAGO:Ward 50 Precinct 05
CITY OF CHICAGO:Ward 50 Precinct 06,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 06', 'pct': 99.89}",CITY OF CHICAGO:Ward 50 Precinct 06
CITY OF CHICAGO:Ward 50 Precinct 07,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 07', 'pct': 99.94}",CITY OF CHICAGO:Ward 50 Precinct 07
CITY OF CHICAGO:Ward 50 Precinct 08,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 08', 'pct': 99.87}",CITY OF CHICAGO:Ward 50 Precinct 08
CITY OF CHICAGO:Ward 50 Precinct 09,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 09', 'pct': 99.9}",CITY OF CHICAGO:Ward 50 Precinct 09
CITY OF CHICAGO:Ward 50 Precinct 10,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 10', 'pct': 99.96}",CITY OF CHICAGO:Ward 50 Precinct 10
CITY OF CHICAGO:Ward 50 Precinct 11,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 11', 'pct': 99.94}",CITY OF CHICAGO:Ward 50 Precinct 11
CITY OF CHICAGO:Ward 50 Precinct 12,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 12', 'pct': 99.86}",CITY OF CHICAGO:Ward 50 Precinct 12
CITY OF CHICAGO:Ward 50 Precinct 13,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 13', 'pct': 99.92}",CITY OF CHICAGO:Ward 50 Precinct 13
CITY OF CHICAGO:Ward 50 Precinct 14,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 14', 'pct': 99.83}",CITY OF CHICAGO:Ward 50 Precinct 14
CITY OF CHICAGO:Ward 50 Precinct 15,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 15', 'pct': 99.95}",CITY OF CHICAGO:Ward 50 Precinct 15
CITY OF CHICAGO:Ward 50 Precinct 16,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 16', 'pct': 99.89}",CITY OF CHICAGO:Ward 50 Precinct 16
CITY OF CHICAGO:Ward 50 Precinct 17,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 17', 'pct': 99.92}",CITY OF CHICAGO:Ward 50 Precinct 17
CITY OF CHICAGO:Ward 50 Precinct 18,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 18', 'pct': 99.82}",CITY OF CHICAGO:Ward 50 Precinct 18
CITY OF CHICAGO:Ward 50 Precinct 19,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 19', 'pct': 99.93}",CITY OF CHICAGO:Ward 50 Precinct 19
CITY OF CHICAGO:Ward 50 Precinct 20,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 20', 'pct': 99.9}",CITY OF CHICAGO:Ward 50 Precinct 20
CITY OF CHICAGO:Ward 50 Precinct 21,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 21', 'pct': 99.94}",CITY OF CHICAGO:Ward 50 Precinct 21
CITY OF CHICAGO:Ward 50 Precinct 22,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 22', 'pct': 99.93}",CITY OF CHICAGO:Ward 50 Precinct 22
CITY OF CHICAGO:Ward 50 Precinct 23,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 23', 'pct': 99.96}",CITY OF CHICAGO:Ward 50 Precinct 23
CITY OF CHICAGO:Ward 50 Precinct 24,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 24', 'pct': 99.97}",CITY OF CHICAGO:Ward 50 Precinct 24
CITY OF CHICAGO:Ward 50 Precinct 25,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 25', 'pct': 99.94}",CITY OF CHICAGO:Ward 50 Precinct 25
CITY OF CHICAGO:Ward 50 Precinct 26,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 26', 'pct': 99.9}",CITY OF CHICAGO:Ward 50 Precinct 26
CITY OF CHICAGO:Ward 50 Precinct 27,Unchanged,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 27', 'pct': 99.78}",CITY OF CHICAGO:Ward 50 Precinct 27
CITY OF CHICAGO:Ward 50 Precinct 28,SPLIT,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 23', 'pct': 49.48}",CITY OF CHICAGO:Ward 50 Precinct 23
CITY OF CHICAGO:Ward 50 Precinct 28,SPLIT,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 23', 'pct': 41.97}",CITY OF CHICAGO:Ward 50 Precinct 23
CITY OF CHICAGO:Ward 50 Precinct 28,SPLIT,"{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 23', 'pct': 8.55}",CITY OF CHICAGO:Ward 50 Precinct 23
COOK:7000005,SPLIT,"{'new_id': 'MCHENRY:ALG 60', 'pct': 88.72}",MCHENRY:ALG 60
COOK:7000005,SPLIT,"{'new_id': 'MCHENRY:ALG 60', 'pct': 11.28}",MCHENRY:ALG 60
COOK:7501001,Unchanged,"{'new_id': 'COOK:7501001', 'pct': 99.93}",COOK:7501001
COOK:7501002,Unchanged,"{'new_id': 'COOK:7501002', 'pct': 99.78}",COOK:7501002
COOK:7501003,Unchanged,"{'new_id': 'COOK:7501003', 'pct': 99.92}",COOK:7501003
COOK:7501004,Unchanged,"{'new_id': 'COOK:7501004', 'pct': 99.96}",COOK:7501004
COOK:7502001,Unchanged,"{'new_id': 'COOK:7502001', 'pct': 99.93}",COOK:7502001
COOK:7502002,Unchanged,"{'new_id': 'COOK:7502002', 'pct': 99.93}",COOK:7502002
COOK:7502003,Unchanged,"{'new_id': 'COOK:7502003', 'pct': 99.95}",COOK:7502003
COOK:7502004,Unchanged,"{'new_id': 'COOK:7502004', 'pct': 99.95}",COOK:7502004
COOK:7502005,Unchanged,"{'new_id': 'COOK:7502005', 'pct': 99.93}",COOK:7502005
COOK:7503001,Unchanged,"{'new_id': 'COOK:7503001', 'pct': 99.95}",COOK:7503001
COOK:7503002,Unchanged,"{'new_id': 'COOK:7503002', 'pct': 99.92}",COOK:7503002
COOK:7503003,Unchanged,"{'new_id': 'COOK:7503003', 'pct': 99.91}",COOK:7503003
COOK:7503004,Unchanged,"{'new_id': 'COOK:7503004', 'pct': 99.96}",COOK:7503004
COOK:7503005,Unchanged,"{'new_id': 'COOK:7503005', 'pct': 99.9}",COOK:7503005
COOK:7504001,Unchanged,"{'new_id': 'COOK:7504001', 'pct': 99.93}",COOK:7504001
COOK:7504002,Unchanged,"{'new_id': 'COOK:7504002', 'pct': 99.87}",COOK:7504002
COOK:7504003,Unchanged,"{'new_id': 'COOK:7504003', 'pct': 99.86}",COOK:7504003
COOK:7504004,Unchanged,"{'new_id': 'COOK:7504004', 'pct': 99.94}",COOK:7504004
COOK:7504005,Unchanged,"{'new_id': 'COOK:7504005', 'pct': 99.88}",COOK:7504005
COOK:7504006,Unchanged,"{'new_id': 'COOK:7504006', 'pct': 99.9}",COOK:7504006
COOK:7504007,Unchanged,"{'new_id': 'COOK:7504007', 'pct': 99.89}",COOK:7504007
COOK:7505001,Unchanged,"{'new_id': 'COOK:7505001', 'pct': 99.95}",COOK:7505001
COOK:7505002,Unchanged,"{'new_id': 'COOK:7505002', 'pct': 99.93}",COOK:7505002
COOK:7505003,Unchanged,"{'new_id': 'COOK:7505003', 'pct': 99.93}",COOK:7505003
COOK:7506001,Unchanged,"{'new_id': 'COOK:7506001', 'pct': 99.94}",COOK:7506001
COOK:7506002,Unchanged,"{'new_id': 'COOK:7506002', 'pct': 99.93}",COOK:7506002
COOK:7506003,Unchanged,"{'new_id': 'COOK:7506003', 'pct': 99.93}",COOK:7506003
COOK:7506004,Unchanged,"{'new_id': 'COOK:7506004', 'pct': 99.94}",COOK:7506004
COOK:7506005,Unchanged,"{'new_id': 'COOK:7506005', 'pct': 99.9}",COOK:7506005
COOK:7506006,Unchanged,"{'new_id': 'COOK:7506006', 'pct': 99.94}",COOK:7506006
COOK:7507001,Unchanged,"{'new_id': 'COOK:7507001', 'pct': 99.94}",COOK:7507001
COOK:7507002,Unchanged,"{'new_id': 'COOK:7507002', 'pct': 99.94}",COOK:7507002
COOK:7507003,Unchanged,"{'new_id': 'COOK:7507003', 'pct': 99.94}",COOK:7507003
COOK:7507004,Unchanged,"{'new_id': 'COOK:7507004', 'pct': 99.91}",COOK:7507004
COOK:7507005,Unchanged,"{'new_id': 'COOK:7507005', 'pct': 99.96}",COOK:7507005
COOK:7508001,Unchanged,"{'new_id': 'COOK:7508001', 'pct': 99.96}",COOK:7508001
COOK:7508002,Unchanged,"{'new_id': 'COOK:7508002', 'pct': 99.91}",COOK:7508002
COOK:7508003,Unchanged,"{'new_id': 'COOK:7508003', 'pct': 99.91}",COOK:7508003
COOK:7508004,Unchanged,"{'new_id': 'COOK:7508004', 'pct': 99.9}",COOK:7508004
COOK:7508005,Unchanged,"{'new_id': 'COOK:7508005', 'pct': 99.92}",COOK:7508005
COOK:7509001,Unchanged,"{'new_id': 'COOK:7509001', 'pct': 99.88}",COOK:7509001
COOK:7509002,Unchanged,"{'new_id': 'COOK:7509002', 'pct': 99.93}",COOK:7509002
COOK:7509003,Unchanged,"{'new_id': 'COOK:7509003', 'pct': 99.92}",COOK:7509003
COOK:7509004,Unchanged,"{'new_id': 'COOK:7509004', 'pct': 99.88}",COOK:7509004
COOK:7509005,Unchanged,"{'new_id': 'COOK:7509005', 'pct': 99.87}",COOK:7509005
COOK:8000001,SPLIT,"{'new_id': 'COOK:8000051', 'pct': 47.35}",COOK:8000051
COOK:8000001,SPLIT,"{'new_id': 'COOK:8000051', 'pct': 38.43}",COOK:8000051
COOK:8000001,SPLIT,"{'new_id': 'COOK:8000051', 'pct': 13.7}",COOK:8000051
COOK:8000002,SPLIT,"{'new_id': 'COOK:8300004', 'pct': 39.16}",COOK:8300004
COOK:8000002,SPLIT,"{'new_id': 'COOK:8300004', 'pct': 38.09}",COOK:8300004
COOK:8000002,SPLIT,"{'new_id': 'COOK:8300004', 'pct': 19.95}",COOK:8300004
COOK:8000002,SPLIT,"{'new_id': 'COOK:8300004', 'pct': 2.45}",COOK:8300004
COOK:8000005,SPLIT,"{'new_id': 'COOK:8300004', 'pct': 90.15}",COOK:8300004
COOK:8000005,SPLIT,"{'new_id': 'COOK:8300001', 'pct': 9.85}",COOK:8300001
COOK:8000008,Unchanged,"{'new_id': 'COOK:8000008', 'pct': 99.95}",COOK:8000008
COOK:8000011,Unchanged,"{'new_id': 'COOK:8000011', 'pct': 99.87}",COOK:8000011
COOK:8000015,Unchanged,"{'new_id': 'COOK:8000015', 'pct': 99.94}",COOK:8000015
COOK:8000019,SPLIT,"{'new_id': 'COOK:8000019', 'pct': 89.49}",COOK:8000019
COOK:8000019,SPLIT,"{'new_id': 'COOK:8000051', 'pct': 10.51}",COOK:8000051
COOK:8000020,Unchanged,"{'new_id': 'COOK:8000020', 'pct': 99.95}",COOK:8000020
COOK:8000022,SPLIT,"{'new_id': 'COOK:8000022', 'pct': 49.64}",COOK:8000022
COOK:8000022,SPLIT,"{'new_id': 'COOK:8000029', 'pct': 43.09}",COOK:8000029
COOK:8000022,SPLIT,"{'new_id': 'COOK:8000022', 'pct': 6.93}",COOK:8000022
COOK:8000024,SPLIT,"{'new_id': 'COOK:8000024', 'pct': 73.27}",COOK:8000024
COOK:8000024,SPLIT,"{'new_id': 'COOK:8000030', 'pct': 4.25}",COOK:8000030
COOK:8000024,SPLIT,"{'new_id': 'COOK:8000024', 'pct': 3.85}",COOK:8000024
COOK:8000024,SPLIT,"{'new_id': 'COOK:8000024', 'pct': 3.4}",COOK:8000024
COOK:8000024,SPLIT,"{'new_id': 'COOK:8000024', 'pct': 3.02}",COOK:8000024
COOK:8000024,SPLIT,"{'new_id': 'COOK:8000030', 'pct': 2.54}",COOK:8000030
COOK:8000024,SPLIT,"{'new_id': 'COOK:8000020', 'pct': 2.12}",COOK:8000020
COOK:8000024,SPLIT,"{'new_id': 'COOK:8000030', 'pct': 2.11}",COOK:8000030
COOK:8000027,SPLIT,"{'new_id': 'COOK:8000027', 'pct': 84.57}",COOK:8000027
COOK:8000027,SPLIT,"{'new_id': 'COOK:8000020', 'pct': 15.43}",COOK:8000020
COOK:8000029,Unchanged,"{'new_id': 'COOK:8000029', 'pct': 99.95}",COOK:8000029
COOK:8000030,Unchanged,"{'new_id': 'COOK:8000030', 'pct': 99.96}",COOK:8000030
COOK:8000031,Unchanged,"{'new_id': 'COOK:8000031', 'pct': 99.95}",COOK:8000031
COOK:8000032,Unchanged,"{'new_id': 'COOK:8000032', 'pct': 99.93}",COOK:8000032
COOK:8000039,Unchanged,"{'new_id': 'COOK:8000039', 'pct': 99.92}",COOK:8000039
COOK:8000040,Unchanged,"{'new_id': 'COOK:8000040', 'pct': 99.95}",COOK:8000040
COOK:8000043,Unchanged,"{'new_id': 'COOK:8000043', 'pct': 99.95}",COOK:8000043
COOK:8000044,Unchanged,"{'new_id': 'COOK:8000044', 'pct': 99.92}",COOK:8000044
COOK:8000046,Unchanged,"{'new_id': 'COOK:8000046', 'pct': 99.98}",COOK:8000046
COOK:8000050,SPLIT,"{'new_id': 'COOK:8000050', 'pct': 21.57}",COOK:8000050
COOK:8000050,SPLIT,"{'new_id': 'COOK:8000008', 'pct': 18.65}",COOK:8000008
COOK:8000050,SPLIT,"{'new_id': 'COOK:8000050', 'pct': 18.65}",COOK:8000050
COOK:8000050,SPLIT,"{'new_id': 'COOK:8000008', 'pct': 11.84}",COOK:8000008
COOK:8000050,SPLIT,"{'new_id': 'COOK:8000008', 'pct': 7.61}",COOK:8000008
COOK:8000050,SPLIT,"{'new_id': 'COOK:8000050', 'pct': 7.61}",COOK:8000050
COOK:8000050,SPLIT,"{'new_id': 'COOK:8000050', 'pct': 4.62}",COOK:8000050
COOK:8000050,SPLIT,"{'new_id': 'COOK:8000050', 'pct': 3.46}",COOK:8000050
COOK:8000051,Unchanged,"{'new_id': 'COOK:8000051', 'pct': 99.96}",COOK:8000051
COOK:8000052,Unchanged,"{'new_id': 'COOK:8000052', 'pct': 99.95}",COOK:8000052
COOK:8000055,Unchanged,"{'new_id': 'COOK:8000055', 'pct': 99.93}",COOK:8000055
COOK:8000058,Unchanged,"{'new_id': 'COOK:8000058', 'pct': 99.94}",COOK:8000058
COOK:8000059,Unchanged,"{'new_id': 'COOK:8000059', 'pct': 99.94}",COOK:8000059
COOK:8000060,Unchanged,"{'new_id': 'COOK:8000060', 'pct': 99.98}",COOK:8000060
COOK:8000062,SPLIT,"{'new_id': 'COOK:8300039', 'pct': 42.56}",COOK:8300039
COOK:8000062,SPLIT,"{'new_id': 'COOK:8300039', 'pct': 40.49}",COOK:8300039
COOK:8000062,SPLIT,"{'new_id': 'COOK:9600011', 'pct': 6.41}",COOK:9600011
COOK:8000062,SPLIT,"{'new_id': 'COOK:8300033', 'pct': 5.24}",COOK:8300033
COOK:8000062,SPLIT,"{'new_id': 'COOK:8300033', 'pct': 5.1}",COOK:8300033
COOK:8000063,Unchanged,"{'new_id': 'COOK:8000063', 'pct': 99.94}",COOK:8000063
COOK:8000065,SPLIT,"{'new_id': 'COOK:8000065', 'pct': 46.97}",COOK:8000065
COOK:8000065,SPLIT,"{'new_id': 'COOK:8000008', 'pct': 38.15}",COOK:8000008
COOK:8000065,SPLIT,"{'new_id': 'COOK:8000065', 'pct': 9.86}",COOK:8000065
COOK:8000065,SPLIT,"{'new_id': 'COOK:8000065', 'pct': 5.02}",COOK:8000065
COOK:8000069,Unchanged,"{'new_id': 'COOK:8000069', 'pct': 99.98}",COOK:8000069
COOK:8000071,Unchanged,"{'new_id': 'COOK:8000060', 'pct': 99.51}",COOK:8000060
COOK:8000072,Unchanged,"{'new_id': 'COOK:8000072', 'pct': 99.95}",COOK:8000072
COOK:8000073,Unchanged,"{'new_id': 'COOK:8000073', 'pct': 99.95}",COOK:8000073
COOK:8000074,Unchanged,"{'new_id': 'COOK:8000074', 'pct': 99.92}",COOK:8000074
COOK:8000075,Unchanged,"{'new_id': 'COOK:8000075', 'pct': 99.94}",COOK:8000075
COOK:8000076,Unchanged,"{'new_id': 'COOK:8000076', 'pct': 99.93}",COOK:8000076
COOK:8000078,SPLIT,"{'new_id': 'COOK:8000078', 'pct': 91.57}",COOK:8000078
COOK:8000078,SPLIT,"{'new_id': 'COOK:8000081', 'pct': 6.92}",COOK:8000081
COOK:8000081,Unchanged,"{'new_id': 'COOK:8000081', 'pct': 99.95}",COOK:8000081
COOK:8000082,SPLIT,"{'new_id': 'COOK:8000082', 'pct': 90.51}",COOK:8000082
COOK:8000082,SPLIT,"{'new_id': 'COOK:8000082', 'pct': 8.6}",COOK:8000082
COOK:8000083,Unchanged,"{'new_id': 'COOK:8000083', 'pct': 99.9}",COOK:8000083
COOK:8100003,Unchanged,"{'new_id': 'COOK:8100003', 'pct': 99.91}",COOK:8100003
COOK:8100006,SPLIT,"{'new_id': 'COOK:8100006', 'pct': 66.41}",COOK:8100006
COOK:8100006,SPLIT,"{'new_id': 'COOK:8100006', 'pct': 24.73}",COOK:8100006
COOK:8100006,SPLIT,"{'new_id': 'COOK:8300008', 'pct': 6.46}",COOK:8300008
COOK:8100006,SPLIT,"{'new_id': 'COOK:8300008', 'pct': 2.16}",COOK:8300008
COOK:8100011,SPLIT,"{'new_id': 'COOK:8100011', 'pct': 65.28}",COOK:8100011
