2024_ID,Status,Transitions,new_id
COOK:8100011,SPLIT,"{'new_id': 'COOK:8300008', 'pct': 34.12}",COOK:8300008
COOK:8100013,Unchanged,"{'new_id': 'COOK:8100013', 'pct': 99.96}",COOK:8100013
COOK:8100015,SPLIT,"{'new_id': 'COOK:8100039', 'pct': 52.96}",COOK:8100039
COOK:8100015,SPLIT,"{'new_id': 'COOK:8300035', 'pct': 19.53}",COOK:8300035
COOK:8100015,SPLIT,"{'new_id': 'COOK:8100026', 'pct': 13.1}",COOK:8100026
COOK:8100015,SPLIT,"{'new_id': 'COOK:8100024', 'pct': 10.62}",COOK:8100024
COOK:8100015,SPLIT,"{'new_id': 'COOK:8100026', 'pct': 3.78}",COOK:8100026
COOK:8100017,Unchanged,"{'new_id': 'COOK:8100017', 'pct': 99.96}",COOK:8100017
COOK:8100018,SPLIT,"{'new_id': 'COOK:8100036', 'pct': 57.68}",COOK:8100036
COOK:8100018,SPLIT,"{'new_id': 'COOK:8100037', 'pct': 21.84}",COOK:8100037
COOK:8100018,SPLIT,"{'new_id': 'COOK:8100031', 'pct': 20.44}",COOK:8100031
COOK:8100020,SPLIT,"{'new_id': 'COOK:8300009', 'pct': 52.43}",COOK:8300009
COOK:8100020,SPLIT,"{'new_id': 'COOK:8300037', 'pct': 15.65}",COOK:8300037
COOK:8100020,SPLIT,"{'new_id': 'COOK:8300035', 'pct': 15.42}",COOK:8300035
COOK:8100020,SPLIT,"{'new_id': 'COOK:8300037', 'pct': 9.28}",COOK:8300037
COOK:8100020,SPLIT,"{'new_id': 'COOK:8300037', 'pct': 6.07}",COOK:8300037
COOK:8100021,Unchanged,"{'new_id': 'COOK:8100021', 'pct': 99.95}",COOK:8100021
COOK:8100024,Unchanged,"{'new_id': 'COOK:8100024', 'pct': 99.98}",COOK:8100024
COOK:8100026,Unchanged,"{'new_id': 'COOK:8100026', 'pct': 99.98}",COOK:8100026
COOK:8100027,Unchanged,"{'new_id': 'COOK:8100027', 'pct': 99.94}",COOK:8100027
COOK:8100031,Unchanged,"{'new_id': 'COOK:8100031', 'pct': 99.96}",COOK:8100031
COOK:8100032,Unchanged,"{'new_id': 'COOK:8100032', 'pct': 99.95}",COOK:8100032
COOK:8100033,Unchanged,"{'new_id': 'COOK:8100033', 'pct': 99.93}",COOK:8100033
COOK:8100034,Unchanged,"{'new_id': 'COOK:8100034', 'pct': 99.95}",COOK:8100034
COOK:8100036,Unchanged,"{'new_id': 'COOK:8100036', 'pct': 99.96}",COOK:8100036
COOK:8100037,Unchanged,"{'new_id': 'COOK:8100037', 'pct': 99.97}",COOK:8100037
COOK:8100038,Unchanged,"{'new_id': 'COOK:8100038', 'pct': 99.92}",COOK:8100038
COOK:8100039,Unchanged,"{'new_id': 'COOK:8100039', 'pct': 99.96}",COOK:8100039
COOK:8200001,Unchanged,"{'new_id': 'COOK:8200001', 'pct': 99.99}",COOK:8200001
COOK:8200002,Unchanged,"{'new_id': 'COOK:8200002', 'pct': 99.97}",COOK:8200002
COOK:8200003,Unchanged,"{'new_id': 'COOK:8200003', 'pct': 99.97}",COOK:8200003
COOK:8200004,Unchanged,"{'new_id': 'COOK:8200004', 'pct': 99.97}",COOK:8200004
COOK:8200005,Unchanged,"{'new_id': 'COOK:8200005', 'pct': 99.93}",COOK:8200005
COOK:8200006,Unchanged,"{'new_id': 'COOK:8200006', 'pct': 99.97}",COOK:8200006
COOK:8200007,Unchanged,"{'new_id': 'COOK:8200007', 'pct': 99.97}",COOK:8200007
COOK:8200008,Unchanged,"{'new_id': 'COOK:8200008', 'pct': 99.91}",COOK:8200008
COOK:8200009,Unchanged,"{'new_id': 'COOK:8200009', 'pct': 99.95}",COOK:8200009
COOK:8200010,Unchanged,"{'new_id': 'COOK:8200010', 'pct': 99.96}",COOK:8200010
COOK:8200011,Unchanged,"{'new_id': 'COOK:8200011', 'pct': 99.95}",COOK:8200011
COOK:8200012,Unchanged,"{'new_id': 'COOK:8200012', 'pct': 99.96}",COOK:8200012
COOK:8200013,Unchanged,"{'new_id': 'COOK:8200013', 'pct': 99.93}",COOK:8200013
COOK:8200014,Unchanged,"{'new_id': 'COOK:8200014', 'pct': 99.93}",COOK:8200014
COOK:8200015,Unchanged,"{'new_id': 'COOK:8200015', 'pct': 99.94}",COOK:8200015
COOK:8200016,Unchanged,"{'new_id': 'COOK:8200016', 'pct': 99.96}",COOK:8200016
COOK:8200017,Unchanged,"{'new_id': 'COOK:8200017', 'pct': 99.96}",COOK:8200017
COOK:8200018,Unchanged,"{'new_id': 'COOK:8200018', 'pct': 99.95}",COOK:8200018
COOK:8200019,Unchanged,"{'new_id': 'COOK:8200019', 'pct': 99.94}",COOK:8200019
COOK:8200020,Unchanged,"{'new_id': 'COOK:8200020', 'pct': 99.94}",COOK:8200020
COOK:8200021,Unchanged,"{'new_id': 'COOK:8200021', 'pct': 99.92}",COOK:8200021
COOK:8200022,Unchanged,"{'new_id': 'COOK:8200022', 'pct': 99.93}",COOK:8200022
COOK:8200023,Unchanged,"{'new_id': 'COOK:8200023', 'pct': 99.89}",COOK:8200023
COOK:8200024,Unchanged,"{'new_id': 'COOK:8200024', 'pct': 99.94}",COOK:8200024
COOK:8200025,Unchanged,"{'new_id': 'COOK:8200025', 'pct': 99.92}",COOK:8200025
COOK:8200026,Unchanged,"{'new_id': 'COOK:8200026', 'pct': 99.96}",COOK:8200026
COOK:8200027,Unchanged,"{'new_id': 'COOK:8200027', 'pct': 99.95}",COOK:8200027
COOK:8200028,Unchanged,"{'new_id': 'COOK:8200028', 'pct': 99.95}",COOK:8200028
COOK:8200029,Unchanged,"{'new_id': 'COOK:8200029', 'pct': 99.97}",COOK:8200029
COOK:8200030,Unchanged,"{'new_id': 'COOK:8200030', 'pct': 99.94}",COOK:8200030
COOK:8200031,Unchanged,"{'new_id': 'COOK:8200031', 'pct': 99.94}",COOK:8200031
COOK:8200032,Unchanged,"{'new_id': 'COOK:8200032', 'pct': 99.92}",COOK:8200032
COOK:8200033,Unchanged,"{'new_id': 'COOK:8200033', 'pct': 99.94}",COOK:8200033
COOK:8200034,Unchanged,"{'new_id': 'COOK:8200034', 'pct': 99.9}",COOK:8200034
COOK:8200035,Unchanged,"{'new_id': 'COOK:8200035', 'pct': 99.94}",COOK:8200035
COOK:8200036,Unchanged,"{'new_id': 'COOK:8200036', 'pct': 99.93}",COOK:8200036
COOK:8200037,Unchanged,"{'new_id': 'COOK:8200037', 'pct': 99.91}",COOK:8200037
COOK:8200038,Unchanged,"{'new_id': 'COOK:8200038', 'pct': 99.97}",COOK:8200038
COOK:8200039,Unchanged,"{'new_id': 'COOK:8200039', 'pct': 99.92}",COOK:8200039
COOK:8200040,Unchanged,"{'new_id': 'COOK:8200040', 'pct': 99.95}",COOK:8200040
COOK:8200041,Unchanged,"{'new_id': 'COOK:8200041', 'pct': 99.94}",COOK:8200041
COOK:8200042,Unchanged,"{'new_id': 'COOK:8200042', 'pct': 99.97}",COOK:8200042
COOK:8200043,Unchanged,"{'new_id': 'COOK:8200043', 'pct': 99.94}",COOK:8200043
COOK:8200044,Unchanged,"{'new_id': 'COOK:8200044', 'pct': 99.95}",COOK:8200044
COOK:8200045,Unchanged,"{'new_id': 'COOK:8200045', 'pct': 99.91}",COOK:8200045
COOK:8200046,Unchanged,"{'new_id': 'COOK:8200046', 'pct': 99.96}",COOK:8200046
COOK:8200047,Unchanged,"{'new_id': 'COOK:8200047', 'pct': 99.9}",COOK:8200047
COOK:8200048,Unchanged,"{'new_id': 'COOK:8200048', 'pct': 99.95}",COOK:8200048
COOK:8200049,Unchanged,"{'new_id': 'COOK:8200049', 'pct': 99.93}",COOK:8200049
COOK:8200050,Unchanged,"{'new_id': 'COOK:8200050', 'pct': 99.96}",COOK:8200050
COOK:8200051,Unchanged,"{'new_id': 'COOK:8200051', 'pct': 99.93}",COOK:8200051
COOK:8200052,Unchanged,"{'new_id': 'COOK:8200052', 'pct': 99.98}",COOK:8200052
COOK:8200053,Unchanged,"{'new_id': 'COOK:8200053', 'pct': 99.97}",COOK:8200053
COOK:8200054,Unchanged,"{'new_id': 'COOK:8200054', 'pct': 99.9}",COOK:8200054
COOK:8200055,Unchanged,"{'new_id': 'COOK:8200055', 'pct': 99.88}",COOK:8200055
COOK:8200056,Unchanged,"{'new_id': 'COOK:8200056', 'pct': 99.95}",COOK:8200056
COOK:8200057,Unchanged,"{'new_id': 'COOK:8200057', 'pct': 99.95}",COOK:8200057
COOK:8200058,Unchanged,"{'new_id': 'COOK:8200058', 'pct': 99.94}",COOK:8200058
COOK:8200059,Unchanged,"{'new_id': 'COOK:8200059', 'pct': 99.97}",COOK:8200059
COOK:8200060,Unchanged,"{'new_id': 'COOK:8200060', 'pct': 99.94}",COOK:8200060
COOK:8200061,Unchanged,"{'new_id': 'COOK:8200061', 'pct': 99.92}",COOK:8200061
COOK:8200062,Unchanged,"{'new_id': 'COOK:8200062', 'pct': 99.94}",COOK:8200062
COOK:8300001,SPLIT,"{'new_id': 'COOK:8300001', 'pct': 79.94}",COOK:8300001
COOK:8300001,SPLIT,"{'new_id': 'COOK:8300001', 'pct': 7.1}",COOK:8300001
COOK:8300001,SPLIT,"{'new_id': 'COOK:8300001', 'pct': 6.84}",COOK:8300001
COOK:8300004,Unchanged,"{'new_id': 'COOK:8300004', 'pct': 99.97}",COOK:8300004
COOK:8300005,Unchanged,"{'new_id': 'COOK:8300005', 'pct': 99.96}",COOK:8300005
COOK:8300006,Unchanged,"{'new_id': 'COOK:8300006', 'pct': 99.96}",COOK:8300006
COOK:8300007,Unchanged,"{'new_id': 'COOK:8300007', 'pct': 99.97}",COOK:8300007
COOK:8300008,Unchanged,"{'new_id': 'COOK:8300008', 'pct': 99.9}",COOK:8300008
COOK:8300009,Unchanged,"{'new_id': 'COOK:8300009', 'pct': 99.95}",COOK:8300009
COOK:8300010,Unchanged,"{'new_id': 'COOK:8300010', 'pct': 99.94}",COOK:8300010
COOK:8300012,Unchanged,"{'new_id': 'COOK:8300012', 'pct': 99.96}",COOK:8300012
COOK:8300013,Unchanged,"{'new_id': 'COOK:8300013', 'pct': 99.88}",COOK:8300013
COOK:8300014,Unchanged,"{'new_id': 'COOK:8300020', 'pct': 100.0}",COOK:8300020
COOK:8300019,Unchanged,"{'new_id': 'COOK:8300019', 'pct': 99.94}",COOK:8300019
COOK:8300020,Unchanged,"{'new_id': 'COOK:8300020', 'pct': 99.98}",COOK:8300020
COOK:8300021,Unchanged,"{'new_id': 'COOK:8300021', 'pct': 99.96}",COOK:8300021
COOK:8300023,Unchanged,"{'new_id': 'COOK:8300023', 'pct': 99.95}",COOK:8300023
COOK:8300024,Unchanged,"{'new_id': 'COOK:8300024', 'pct': 99.95}",COOK:8300024
COOK:8300025,Unchanged,"{'new_id': 'COOK:8300025', 'pct': 99.94}",COOK:8300025
COOK:8300027,Unchanged,"{'new_id': 'COOK:8300027', 'pct': 99.98}",COOK:8300027
COOK:8300028,Boundary Shift,"{'new_id': 'COOK:8300028', 'pct': 97.77}",COOK:8300028
COOK:8300030,Unchanged,"{'new_id': 'COOK:8300030', 'pct': 99.96}",COOK:8300030
COOK:8300031,Unchanged,"{'new_id': 'COOK:8300031', 'pct': 99.96}",COOK:8300031
COOK:8300033,Unchanged,"{'new_id': 'COOK:8300033', 'pct': 99.95}",COOK:8300033
COOK:8300034,SPLIT,"{'new_id': 'COOK:8300034', 'pct': 81.54}",COOK:8300034
COOK:8300034,SPLIT,"{'new_id': 'COOK:8300020', 'pct': 18.46}",COOK:8300020
COOK:8300035,Unchanged,"{'new_id': 'COOK:8300035', 'pct': 99.97}",COOK:8300035
COOK:8300037,Unchanged,"{'new_id': 'COOK:8300037', 'pct': 99.96}",COOK:8300037
COOK:8300038,Unchanged,"{'new_id': 'COOK:8300038', 'pct': 99.95}",COOK:8300038
COOK:8300039,Unchanged,"{'new_id': 'COOK:8300039', 'pct': 99.99}",COOK:8300039
COOK:8300041,Unchanged,"{'new_id': 'COOK:8300041', 'pct': 99.96}",COOK:8300041
COOK:8300042,Unchanged,"{'new_id': 'COOK:8300042', 'pct': 99.96}",COOK:8300042
COOK:8300043,Unchanged,"{'new_id': 'COOK:8300043', 'pct': 99.13}",COOK:8300043
COOK:8300044,Unchanged,"{'new_id': 'COOK:8300044', 'pct': 99.93}",COOK:8300044
COOK:8300045,Unchanged,"{'new_id': 'COOK:8300045', 'pct': 99.96}",COOK:8300045
COOK:8300048,Unchanged,"{'new_id': 'COOK:8300048', 'pct': 99.95}",COOK:8300048
COOK:8300049,Unchanged,"{'new_id': 'COOK:8300049', 'pct': 99.95}",COOK:8300049
COOK:8300050,SPLIT,"{'new_id': 'COOK:8300050', 'pct': 74.54}",COOK:8300050
COOK:8300050,SPLIT,"{'new_id': 'COOK:8300050', 'pct': 7.8}",COOK:8300050
COOK:8300050,SPLIT,"{'new_id': 'COOK:8300050', 'pct': 6.41}",COOK:8300050
COOK:8300050,SPLIT,"{'new_id': 'COOK:8300050', 'pct': 4.52}",COOK:8300050
COOK:8300050,SPLIT,"{'new_id': 'COOK:8300027', 'pct': 2.67}",COOK:8300027
COOK:8300051,Unchanged,"{'new_id': 'COOK:8300051', 'pct': 99.95}",COOK:8300051
COOK:8300052,Unchanged,"{'new_id': 'COOK:8300052', 'pct': 99.95}",COOK:8300052
COOK:8300053,Unchanged,"{'new_id': 'COOK:8300053', 'pct': 99.98}",COOK:8300053
COOK:8300056,Unchanged,"{'new_id': 'COOK:8300056', 'pct': 99.96}",COOK:8300056
COOK:8300057,Unchanged,"{'new_id': 'COOK:8300057', 'pct': 99.96}",COOK:8300057
COOK:9600002,SPLIT,"{'new_id': 'COOK:9600002', 'pct': 97.52}",COOK:9600002
COOK:9600002,SPLIT,"{'new_id': 'COOK:9600058', 'pct': 2.48}",COOK:9600058
COOK:9600004,SPLIT,"{'new_id': 'COOK:9600004', 'pct': 76.32}",COOK:9600004
COOK:9600004,SPLIT,"{'new_id': 'COOK:9600051', 'pct': 23.68}",COOK:9600051
COOK:9600006,Unchanged,"{'new_id': 'COOK:9600006', 'pct': 99.85}",COOK:9600006
COOK:9600008,Unchanged,"{'new_id': 'COOK:9600008', 'pct': 99.95}",COOK:9600008
COOK:9600011,Unchanged,"{'new_id': 'COOK:9600011', 'pct': 99.98}",COOK:9600011
COOK:9600012,Unchanged,"{'new_id': 'COOK:9600012', 'pct': 99.96}",COOK:9600012
COOK:9600013,SPLIT,"{'new_id': 'LAKE:Vernon 290', 'pct': 81.66}",LAKE:Vernon 290
COOK:9600013,SPLIT,"{'new_id': 'COOK:9600072', 'pct': 9.55}",COOK:9600072
COOK:9600013,SPLIT,"{'new_id': 'COOK:9600066', 'pct': 8.72}",COOK:9600066
COOK:9600016,Unchanged,"{'new_id': 'COOK:9600016', 'pct': 99.85}",COOK:9600016
COOK:9600017,Unchanged,"{'new_id': 'COOK:9600017', 'pct': 99.92}",COOK:9600017
COOK:9600021,Unchanged,"{'new_id': 'COOK:9600021', 'pct': 99.94}",COOK:9600021
COOK:9600027,Unchanged,"{'new_id': 'COOK:9600027', 'pct': 99.93}",COOK:9600027
COOK:9600028,Unchanged,"{'new_id': 'COOK:9600028', 'pct': 99.96}",COOK:9600028
COOK:9600029,SPLIT,"{'new_id': 'COOK:9600029', 'pct': 68.38}",COOK:9600029
COOK:9600029,SPLIT,"{'new_id': 'COOK:9600029', 'pct': 15.55}",COOK:9600029
COOK:9600029,SPLIT,"{'new_id': 'COOK:9600029', 'pct': 15.0}",COOK:9600029
COOK:9600030,Unchanged,"{'new_id': 'COOK:9600030', 'pct': 99.96}",COOK:9600030
COOK:9600033,SPLIT,"{'new_id': 'COOK:9600033', 'pct': 61.64}",COOK:9600033
COOK:9600033,SPLIT,"{'new_id': 'COOK:9600072', 'pct': 8.76}",COOK:9600072
COOK:9600033,SPLIT,"{'new_id': 'COOK:9600072', 'pct': 7.94}",COOK:9600072
COOK:9600033,SPLIT,"{'new_id': 'COOK:9600072', 'pct': 7.94}",COOK:9600072
COOK:9600033,SPLIT,"{'new_id': 'COOK:9600033', 'pct': 6.23}",COOK:9600033
COOK:9600033,SPLIT,"{'new_id': 'COOK:9600033', 'pct': 4.51}",COOK:9600033
COOK:9600038,Unchanged,"{'new_id': 'COOK:9600038', 'pct': 99.95}",COOK:9600038
COOK:9600040,Unchanged,"{'new_id': 'COOK:9600040', 'pct': 99.93}",COOK:9600040
COOK:9600042,SPLIT,"{'new_id': 'COOK:9600042', 'pct': 82.18}",COOK:9600042
COOK:9600042,SPLIT,"{'new_id': 'COOK:9600042', 'pct': 8.61}",COOK:9600042
COOK:9600042,SPLIT,"{'new_id': 'COOK:9600065', 'pct': 5.77}",COOK:9600065
COOK:9600042,SPLIT,"{'new_id': 'COOK:9600068', 'pct': 3.34}",COOK:9600068
COOK:9600043,Unchanged,"{'new_id': 'COOK:9600043', 'pct': 99.97}",COOK:9600043
COOK:9600044,Unchanged,"{'new_id': 'COOK:9600044', 'pct': 99.94}",COOK:9600044
COOK:9600046,Unchanged,"{'new_id': 'COOK:9600046', 'pct': 99.83}",COOK:9600046
COOK:9600047,SPLIT,"{'new_id': 'COOK:9600047', 'pct': 53.6}",COOK:9600047
COOK:9600047,SPLIT,"{'new_id': 'COOK:9600047', 'pct': 46.28}",COOK:9600047
COOK:9600048,SPLIT,"{'new_id': 'COOK:9600079', 'pct': 58.96}",COOK:9600079
COOK:9600048,SPLIT,"{'new_id': 'COOK:9600054', 'pct': 15.78}",COOK:9600054
COOK:9600048,SPLIT,"{'new_id': 'COOK:9600054', 'pct': 12.61}",COOK:9600054
COOK:9600048,SPLIT,"{'new_id': 'COOK:9600054', 'pct': 8.73}",COOK:9600054
COOK:9600048,SPLIT,"{'new_id': 'COOK:9600054', 'pct': 3.93}",COOK:9600054
COOK:9600050,Boundary Shift,"{'new_id': 'COOK:9600079', 'pct': 98.46}",COOK:9600079
COOK:9600051,Unchanged,"{'new_id': 'COOK:9600051', 'pct': 99.94}",COOK:9600051
COOK:9600052,Unchanged,"{'new_id': 'COOK:9600052', 'pct': 99.95}",COOK:9600052
COOK:9600053,Unchanged,"{'new_id': 'COOK:9600053', 'pct': 99.96}",COOK:9600053
COOK:9600054,Unchanged,"{'new_id': 'COOK:9600054', 'pct': 99.98}",COOK:9600054
COOK:9600055,SPLIT,"{'new_id': 'COOK:9600038', 'pct': 39.82}",COOK:9600038
COOK:9600055,SPLIT,"{'new_id': 'COOK:9600072', 'pct': 28.14}",COOK:9600072
COOK:9600055,SPLIT,"{'new_id': 'COOK:9600051', 'pct': 20.46}",COOK:9600051
COOK:9600055,SPLIT,"{'new_id': 'COOK:9600038', 'pct': 11.57}",COOK:9600038
COOK:9600056,Unchanged,"{'new_id': 'COOK:9600056', 'pct': 99.95}",COOK:9600056
COOK:9600058,Unchanged,"{'new_id': 'COOK:9600058', 'pct': 99.94}",COOK:9600058
COOK:9600059,SPLIT,"{'new_id': 'COOK:9600059', 'pct': 84.97}",COOK:9600059
COOK:9600059,SPLIT,"{'new_id': 'COOK:9600068', 'pct': 15.03}",COOK:9600068
COOK:9600060,SPLIT,"{'new_id': 'COOK:9600060', 'pct': 97.39}",COOK:9600060
COOK:9600060,SPLIT,"{'new_id': 'COOK:9600060', 'pct': 2.0}",COOK:9600060
COOK:9600061,SPLIT,"{'new_id': 'COOK:9600061', 'pct': 84.03}",COOK:9600061
COOK:9600061,SPLIT,"{'new_id': 'COOK:9600061', 'pct': 15.92}",COOK:9600061
COOK:9600063,Unchanged,"{'new_id': 'COOK:9600063', 'pct': 99.92}",COOK:9600063
COOK:9600065,Unchanged,"{'new_id': 'COOK:9600065', 'pct': 99.96}",COOK:9600065
COOK:9600066,Unchanged,"{'new_id': 'COOK:9600066', 'pct': 99.98}",COOK:9600066
COOK:9600067,Unchanged,"{'new_id': 'COOK:9600067', 'pct': 99.95}",COOK:9600067
COOK:9600068,Unchanged,"{'new_id': 'COOK:9600068', 'pct': 99.95}",COOK:9600068
COOK:9600069,Unchanged,"{'new_id': 'COOK:9600069', 'pct': 99.95}",COOK:9600069
COOK:9600070,Unchanged,"{'new_id': 'COOK:9600070', 'pct': 99.94}",COOK:9600070
COOK:9600071,SPLIT,"{'new_id': 'COOK:9600071', 'pct': 95.85}",COOK:9600071
COOK:9600071,SPLIT,"{'new_id': 'COOK:9600052', 'pct': 3.43}",COOK:9600052
COOK:9600072,Unchanged,"{'new_id': 'COOK:9600072', 'pct': 99.89}",COOK:9600072
COOK:9600075,Unchanged,"{'new_id': 'COOK:9600075', 'pct': 99.95}",COOK:9600075
COOK:9600077,Unchanged,"{'new_id': 'COOK:9600077', 'pct': 99.94}",COOK:9600077
COOK:9600078,SPLIT,"{'new_id': 'COOK:9600078', 'pct': 75.29}",COOK:9600078
COOK:9600078,SPLIT,"{'new_id': 'COOK:9600068', 'pct': 14.85}",COOK:9600068
COOK:9600078,SPLIT,"{'new_id': 'COOK:9600060', 'pct': 8.94}",COOK:9600060
COOK:9600079,Unchanged,"{'new_id': 'COOK:9600079', 'pct': 99.96}",COOK:9600079
COOK:9600080,Unchanged,"{'new_id': 'COOK:9600080', 'pct': 99.93}",COOK:9600080
COOK:9600081,Unchanged,"{'new_id': 'LAKE:Vernon 282', 'pct': 99.32}",LAKE:Vernon 282
KANE:DU0009,SPLIT,"{'new_id': 'KANE:DU0009', 'pct': 56.51}",KANE:DU0009
KANE:DU0009,SPLIT,"{'new_id': 'KANE:DU0009', 'pct': 34.83}",KANE:DU0009
KANE:DU0009,SPLIT,"{'new_id': 'KANE:DU0009', 'pct': 8.61}",KANE:DU0009
KANE:DU0017,SPLIT,"{'new_id': 'KANE:DU0017', 'pct': 95.43}",KANE:DU0017
KANE:DU0017,SPLIT,"{'new_id': 'MCHENRY:ALG 61', 'pct': 2.52}",MCHENRY:ALG 61
KANE:DU0017,SPLIT,"{'new_id': 'KANE:DU0017', 'pct': 2.03}",KANE:DU0017
KANE:DU0024,SPLIT,"{'new_id': 'KANE:DU0024', 'pct': 24.8}",KANE:DU0024
KANE:DU0024,SPLIT,"{'new_id': 'MCHENRY:ALG 42', 'pct': 23.95}",MCHENRY:ALG 42
KANE:DU0024,SPLIT,"{'new_id': 'KANE:DU0024', 'pct': 20.42}",KANE:DU0024
KANE:DU0024,SPLIT,"{'new_id': 'KANE:DU0024', 'pct': 15.38}",KANE:DU0024
KANE:DU0024,SPLIT,"{'new_id': 'KANE:DU0024', 'pct': 15.32}",KANE:DU0024
KANE:DU0025,SPLIT,"{'new_id': 'KANE:DU0025', 'pct': 36.5}",KANE:DU0025
KANE:DU0025,SPLIT,"{'new_id': 'MCHENRY:ALG 42', 'pct': 33.42}",MCHENRY:ALG 42
KANE:DU0025,SPLIT,"{'new_id': 'KANE:DU0025', 'pct': 28.38}",KANE:DU0025
KANE:DU0029,SPLIT,"{'new_id': 'KANE:DU0029', 'pct': 44.11}",KANE:DU0029
KANE:DU0029,SPLIT,"{'new_id': 'KANE:DU0029', 'pct': 33.79}",KANE:DU0029
KANE:DU0029,SPLIT,"{'new_id': 'KANE:DU0029', 'pct': 19.59}",KANE:DU0029
KANE:DU0029,SPLIT,"{'new_id': 'KANE:DU0029', 'pct': 2.2}",KANE:DU0029
KANE:DU0034,SPLIT,"{'new_id': 'KANE:DU0034', 'pct': 87.25}",KANE:DU0034
KANE:DU0034,SPLIT,"{'new_id': 'MCHENRY:ALG 18', 'pct': 12.75}",MCHENRY:ALG 18
KANE:DU0035,SPLIT,"{'new_id': 'KANE:DU0035', 'pct': 76.36}",KANE:DU0035
KANE:DU0035,SPLIT,"{'new_id': 'MCHENRY:ALG 45', 'pct': 23.64}",MCHENRY:ALG 45
LAKE:Cuba 66,Unchanged,"{'new_id': 'LAKE:Cuba 66', 'pct': 99.99}",LAKE:Cuba 66
LAKE:Cuba 67,Unchanged,"{'new_id': 'LAKE:Cuba 67', 'pct': 99.98}",LAKE:Cuba 67
LAKE:Cuba 68,Unchanged,"{'new_id': 'LAKE:Cuba 68', 'pct': 99.98}",LAKE:Cuba 68
LAKE:Cuba 69,Unchanged,"{'new_id': 'LAKE:Cuba 69', 'pct': 99.97}",LAKE:Cuba 69
LAKE:Cuba 70,Unchanged,"{'new_id': 'LAKE:Cuba 70', 'pct': 99.97}",LAKE:Cuba 70
LAKE:Cuba 71,Unchanged,"{'new_id': 'LAKE:Cuba 71', 'pct': 99.96}",LAKE:Cuba 71
LAKE:Cuba 72,SPLIT,"{'new_id': 'LAKE:Cuba 67', 'pct': 95.14}",LAKE:Cuba 67
LAKE:Cuba 72,SPLIT,"{'new_id': 'LAKE:Cuba 66', 'pct': 2.6}",LAKE:Cuba 66
LAKE:Cuba 73,SPLIT,"{'new_id': 'LAKE:Cuba 67', 'pct': 70.29}",LAKE:Cuba 67
LAKE:Cuba 73,SPLIT,"{'new_id': 'LAKE:Cuba 67', 'pct': 21.9}",LAKE:Cuba 67
LAKE:Cuba 73,SPLIT,"{'new_id': 'LAKE:Cuba 67', 'pct': 4.65}",LAKE:Cuba 67
LAKE:Cuba 74,SPLIT,"{'new_id': 'LAKE:Cuba 71', 'pct': 66.8}",LAKE:Cuba 71
LAKE:Cuba 74,SPLIT,"{'new_id': 'LAKE:Cuba 71', 'pct': 12.59}",LAKE:Cuba 71
LAKE:Cuba 74,SPLIT,"{'new_id': 'LAKE:Cuba 69', 'pct': 11.79}",LAKE:Cuba 69
LAKE:Cuba 74,SPLIT,"{'new_id': 'LAKE:Cuba 70', 'pct': 4.92}",LAKE:Cuba 70
LAKE:Cuba 74,SPLIT,"{'new_id': 'LAKE:Cuba 70', 'pct': 2.76}",LAKE:Cuba 70
LAKE:Cuba 76,SPLIT,"{'new_id': 'LAKE:Cuba 76', 'pct': 86.99}",LAKE:Cuba 76
LAKE:Cuba 76,SPLIT,"{'new_id': 'LAKE:Cuba 76', 'pct': 13.01}",LAKE:Cuba 76
LAKE:Ela 100,SPLIT,"{'new_id': 'LAKE:Ela 100', 'pct': 83.9}",LAKE:Ela 100
LAKE:Ela 100,SPLIT,"{'new_id': 'LAKE:Ela 90', 'pct': 5.66}",LAKE:Ela 90
LAKE:Ela 100,SPLIT,"{'new_id': 'LAKE:Ela 100', 'pct': 5.33}",LAKE:Ela 100
LAKE:Ela 100,SPLIT,"{'new_id': 'LAKE:Ela 89', 'pct': 5.11}",LAKE:Ela 89
LAKE:Ela 101,SPLIT,"{'new_id': 'LAKE:Ela 101', 'pct': 53.88}",LAKE:Ela 101
LAKE:Ela 101,SPLIT,"{'new_id': 'LAKE:Ela 101', 'pct': 26.59}",LAKE:Ela 101
LAKE:Ela 101,SPLIT,"{'new_id': 'LAKE:Ela 90', 'pct': 11.39}",LAKE:Ela 90
LAKE:Ela 101,SPLIT,"{'new_id': 'LAKE:Vernon 275', 'pct': 4.35}",LAKE:Vernon 275
LAKE:Ela 79,Unchanged,"{'new_id': 'LAKE:Ela 79', 'pct': 99.99}",LAKE:Ela 79
LAKE:Ela 80,Unchanged,"{'new_id': 'LAKE:Ela 80', 'pct': 99.98}",LAKE:Ela 80
LAKE:Ela 81,Unchanged,"{'new_id': 'LAKE:Ela 81', 'pct': 99.97}",LAKE:Ela 81
LAKE:Ela 82,Unchanged,"{'new_id': 'LAKE:Ela 82', 'pct': 99.98}",LAKE:Ela 82
LAKE:Ela 83,Unchanged,"{'new_id': 'LAKE:Ela 83', 'pct': 99.99}",LAKE:Ela 83
LAKE:Ela 84,SPLIT,"{'new_id': 'LAKE:Ela 84', 'pct': 46.66}",LAKE:Ela 84
LAKE:Ela 84,SPLIT,"{'new_id': 'LAKE:Ela 79', 'pct': 27.85}",LAKE:Ela 79
